veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
1.61,0.484599589,0,0,0,SEDAN,2,F,F,2
1.76,0.191649555,0,0,0,HBACK,1,F,B,4
1.45,0.188911704,0,0,0,SEDAN,3,F,B,4
2.53,0.479123888,0,0,0,SEDAN,1,M,E,5
1.95,0.963723477,0,0,0,STNWG,4,M,A,5
2.13,0.577686516,0,0,0,SEDAN,2,F,B,4
4.82,0.202600958,0,0,0,STNWG,1,F,E,1
3.49,0.202600958,0,0,0,STNWG,3,M,D,1
1.36,0.301163587,0,0,0,HDTOP,3,F,C,6
1.71,0.142368241,0,0,0,SEDAN,3,F,D,5
0.48,0.407939767,0,0,0,SEDAN,4,F,E,4
1.72,0.59137577,0,0,0,STNWG,2,F,C,6
1.83,0.59137577,0,0,0,STNWG,3,M,D,6
0.45,0.59137577,0,0,0,HBACK,4,M,A,6
0.86,0.59137577,0,0,0,SEDAN,4,M,E,5
0.76,0.59137577,0,0,0,HBACK,3,F,D,6
0.92,0.59137577,0,0,0,HBACK,3,M,A,4
0.9,0.476386037,0,0,0,SEDAN,3,M,C,3
1.06,0.082135524,0,0,0,SEDAN,3,M,A,1
1.81,0.733744011,0,0,0,UTE,3,M,F,1
1.3,0.807665982,1,1,345,HBACK,2,F,A,5
2.8,0.733744011,0,0,0,TRUCK,2,M,F,1
0.84,0.629705681,0,0,0,HBACK,3,M,B,4
1.33,0.813141684,0,0,0,HBACK,3,F,B,2
1.37,0.747433265,0,0,0,HBACK,1,F,A,6
1.33,0.041067762,0,0,0,HBACK,1,F,B,1
0.73,0.424366872,0,0,0,HBACK,4,F,B,3
0.64,0.049281314,0,0,0,SEDAN,4,M,B,1
1,0.481861739,0,0,0,HBACK,3,F,A,1
1.349,0.476386037,0,0,0,HBACK,1,F,A,3
3.01,0.481861739,0,0,0,STNWG,1,M,A,1
0.7,0.5229295,1,1,7031.169998,HBACK,4,M,B,3
0.82,0.5229295,0,0,0,HBACK,3,M,A,4
9,0.457221081,0,0,0,SEDAN,2,M,C,6
1.02,0.810403833,0,0,0,SEDAN,3,F,B,6
0.56,0.865160849,0,0,0,HBACK,4,F,C,1
1.23,0.202600958,0,0,0,HDTOP,4,F,B,2
1.26,0.202600958,0,0,0,HBACK,1,F,C,1
0.84,0.210814511,0,0,0,HBACK,3,M,C,5
0.55,0.210814511,0,0,0,HBACK,4,F,A,1
2.199,0.429842574,0,0,0,SEDAN,1,F,C,5
1.399,0.314852841,0,0,0,HBACK,1,M,C,3
2.55,0.301163587,0,0,0,STNWG,3,M,F,3
1.09,0.424366872,0,0,0,SEDAN,4,F,D,3
0.87,0.791238878,0,0,0,SEDAN,3,M,D,3
1.3,0.810403833,0,0,0,HBACK,2,F,C,1
5.699,0.481861739,0,0,0,STNWG,1,M,F,3
1.02,0.588637919,0,0,0,SEDAN,3,M,E,6
1.15,0.588637919,0,0,0,SEDAN,3,M,C,5
2.99,0.588637919,1,1,200,HDTOP,1,F,A,3
0.45,0.588637919,0,0,0,SEDAN,4,F,E,3
1.82,0.20807666,0,0,0,STNWG,4,F,D,4
1.19,0.046543463,0,0,0,HBACK,2,M,C,3
1.23,0.588637919,0,0,0,STNWG,4,F,D,6
1.15,0.588637919,0,0,0,HBACK,3,F,D,4
1.23,0.588637919,0,0,0,HBACK,2,F,A,5
2.45,0.183436003,0,0,0,UTE,3,F,D,3
1.89,0.807665982,0,0,0,HBACK,1,M,B,5
2.91,0.810403833,0,0,0,STNWG,3,F,F,2
0.61,0.20807666,0,0,0,SEDAN,4,M,C,2
0.29,0.054757016,0,0,0,HBACK,4,F,C,6
1.38,0.134154689,0,0,0,HBACK,1,M,B,1
1.55,0.298425736,0,0,0,SEDAN,2,F,D,2
0.62,0.862422998,0,0,0,STNWG,4,F,D,4
1.03,0.676249144,0,0,0,HBACK,3,M,E,5
0.65,0.473648186,0,0,0,HBACK,4,F,A,2
1.3,0.815879535,0,0,0,HBACK,2,F,C,1
0.54,0.183436003,0,0,0,HBACK,4,F,D,3
4.35,0.046543463,0,0,0,STNWG,3,M,E,6
1.58,0.815879535,0,0,0,STNWG,4,M,F,2
0.95,0.227241615,0,0,0,SEDAN,3,M,D,5
0.29,0.046543463,0,0,0,HBACK,4,M,B,2
1.38,0.021902806,0,0,0,HBACK,1,F,B,2
1.25,0.936344969,0,0,0,UTE,3,F,D,6
2.79,0.268309377,0,0,0,STNWG,2,F,E,2
0.72,0.183436003,0,0,0,TRUCK,4,F,E,4
1.21,0.980150582,0,0,0,HBACK,2,M,C,5
1.21,0.046543463,0,0,0,HBACK,1,F,C,6
2.92,0.517453799,0,0,0,STNWG,3,F,D,2
0.98,0.380561259,0,0,0,SEDAN,3,M,A,5
1.63,0.38329911,0,0,0,HBACK,2,F,C,5
1.57,0.380561259,0,0,0,SEDAN,3,M,C,5
0.97,0.046543463,0,0,0,SEDAN,3,F,C,4
1.09,0.046543463,0,0,0,SEDAN,3,M,B,5
1.84,0.20807666,0,0,0,HBACK,1,M,C,6
0.79,0.5229295,1,2,3491.529995,HBACK,4,F,C,3
1.77,0.136892539,0,0,0,SEDAN,2,M,C,5
3.799,0.429842574,0,0,0,STNWG,1,M,D,2
1.94,0.517453799,0,0,0,SEDAN,1,F,C,3
2.3,0.572210815,0,0,0,UTE,3,M,D,1
0.85,0.862422998,0,0,0,SEDAN,4,F,B,3
0.44,0.473648186,0,0,0,STNWG,4,M,A,4
1.24,0.043805613,0,0,0,HBACK,3,F,B,2
1.56,0.670773443,0,0,0,SEDAN,2,F,C,6
1.13,0.473648186,0,0,0,HBACK,2,F,C,3
1.79,0.517453799,0,0,0,SEDAN,2,F,B,3
1.9,0.468172485,0,0,0,SEDAN,1,F,B,4
5.79,0.517453799,0,0,0,SEDAN,3,M,A,5
0.87,0.180698152,0,0,0,SEDAN,3,F,C,1
1.16,0.594113621,0,0,0,SEDAN,3,F,A,3
0.78,0.859685147,0,0,0,HBACK,4,M,C,3
1.3,0.569472964,0,0,0,HBACK,1,F,A,2
1.799,0.054757016,1,1,2953.259956,SEDAN,1,M,A,2
1.89,0.041067762,0,0,0,SEDAN,1,F,A,3
1.77,0.377823409,0,0,0,SEDAN,3,F,C,5
1.4,0.145106092,0,0,0,STNWG,4,F,C,2
2.4,0.205338809,0,0,0,UTE,2,F,C,3
3.03,0.728268309,0,0,0,STNWG,3,M,E,2
0.31,0.566735113,0,0,0,HBACK,4,F,C,3
1.42,0.878850103,0,0,0,SEDAN,3,F,C,2
1.69,0.878850103,0,0,0,STNWG,3,F,A,2
0.6,0.859685147,0,0,0,HBACK,4,M,B,6
1.49,0.1724846,0,0,0,HBACK,1,F,B,3
1.52,0.826830938,0,0,0,SEDAN,2,F,F,3
1.95,0.804928131,0,0,0,HBACK,1,F,C,2
1.23,0.202600958,0,0,0,SEDAN,3,M,A,3
2.6,0.292950034,0,0,0,STNWG,3,M,F,4
1.63,0.142368241,0,0,0,STNWG,4,M,C,2
1.16,0.856947296,0,0,0,SEDAN,3,F,D,5
1.8,0.610540726,0,0,0,SEDAN,2,M,A,5
0.93,0.895277207,0,0,0,HBACK,3,M,C,4
1.49,0.668035592,0,0,0,UTE,4,M,E,2
1.29,0.741957563,0,0,0,SEDAN,3,F,B,4
1.82,0.386036961,0,0,0,SEDAN,2,F,A,1
1.73,0.613278576,0,0,0,STNWG,4,M,E,4
1.9,0.177960301,0,0,0,HBACK,2,F,C,4
1.22,0.876112252,0,0,0,HBACK,3,F,A,5
0.75,0.613278576,0,0,0,SEDAN,4,F,A,4
2.45,0.123203285,0,0,0,STNWG,3,F,E,2
1.17,0.876112252,0,0,0,SEDAN,3,M,A,4
2.76,0.613278576,0,0,0,STNWG,1,F,D,4
1.8,0.876112252,0,0,0,STNWG,4,M,C,5
0.97,0.123203285,0,0,0,SEDAN,3,M,B,5
0.43,0.120465435,0,0,0,STNWG,4,M,B,4
1.08,0.876112252,0,0,0,SEDAN,4,M,A,5
0.34,0.123203285,0,0,0,HBACK,4,M,D,5
0.72,0.123203285,0,0,0,HBACK,4,F,A,2
1.65,0.120465435,0,0,0,SEDAN,3,F,A,4
1.75,0.120465435,0,0,0,SEDAN,2,F,C,3
0.88,0.79945243,0,0,0,UTE,4,M,E,2
1.16,0.117727584,0,0,0,SEDAN,3,F,A,4
3.32,0.177960301,0,0,0,STNWG,2,F,D,5
3.15,0.876112252,0,0,0,UTE,2,M,A,3
0.9,0.123203285,0,0,0,HBACK,3,F,D,4
0.46,0.596851472,0,0,0,HBACK,4,F,A,4
7.271,0.041067762,0,0,0,STNWG,1,M,C,1
1.349,0.468172485,0,0,0,HBACK,1,F,A,5
1.03,0.120465435,0,0,0,SEDAN,3,M,C,5
0.97,0.117727584,0,0,0,SEDAN,3,F,C,3
3.72,0.123203285,0,0,0,STNWG,2,M,F,6
1.66,0.876112252,1,2,2377.619999,HDTOP,3,F,A,1
1.76,0.123203285,0,0,0,UTE,1,F,E,4
1.95,0.117727584,0,0,0,HDTOP,2,F,B,4
1.16,0.662559891,0,0,0,SEDAN,3,F,B,4
1.73,0.03559206,0,0,0,SEDAN,2,F,B,4
2.02,0.177960301,0,0,0,SEDAN,2,M,C,2
0.54,0.197125257,0,0,0,HBACK,4,F,C,1
2.52,0.761122519,0,0,0,UTE,2,M,A,2
4.15,0.509240246,0,0,0,STNWG,2,M,F,2
3.15,0.509240246,0,0,0,SEDAN,2,F,B,3
1.41,0.79945243,0,0,0,HBACK,1,F,A,4
2.5,0.498288843,0,0,0,SEDAN,1,M,E,2
0.79,0.79945243,0,0,0,SEDAN,3,F,C,5
1.78,0.895277207,0,0,0,SEDAN,3,F,C,1
1.77,0.386036961,0,0,0,SEDAN,2,F,A,2
1.19,0.714579055,0,0,0,HBACK,2,F,D,4
1.77,0.580424367,0,0,0,HBACK,2,M,C,6
0.91,0.583162218,0,0,0,SEDAN,4,F,B,4
5.93,0.262833676,0,0,0,SEDAN,1,F,C,4
4.25,0.421629021,0,0,0,STNWG,2,M,D,5
3.84,0.336755647,0,0,0,STNWG,2,M,C,3
5.23,0.583162218,0,0,0,STNWG,2,M,E,3
1.84,0.585900068,0,0,0,STNWG,4,F,B,5
2.21,0.585900068,0,0,0,HDTOP,3,M,D,4
1.45,0.999315537,0,0,0,TRUCK,4,M,D,5
3,0.610540726,0,0,0,STNWG,3,F,D,4
0.37,0.27926078,0,0,0,UTE,4,M,C,3
1.37,0.490075291,0,0,0,HBACK,1,M,D,3
0.71,0.583162218,0,0,0,SEDAN,4,F,C,2
2.82,0.41615332,0,0,0,STNWG,3,F,A,4
0.96,0.583162218,1,1,3083.430901,HBACK,3,F,A,5
0.36,0.501026694,0,0,0,HBACK,4,F,D,6
1.19,0.662559891,0,0,0,HBACK,2,F,C,5
1.67,0.574948665,0,0,0,SEDAN,2,M,C,3
2.47,0.114989733,0,0,0,STNWG,3,F,F,3
1.02,0.884325804,0,0,0,STNWG,4,F,F,4
2.77,0.747433265,0,0,0,STNWG,1,F,C,2
1.22,0.114989733,0,0,0,HBACK,3,F,D,4
1.25,0.509240246,0,0,0,HBACK,1,F,B,5
6.12,0.711841205,0,0,0,STNWG,2,M,C,1
1.5,0.301163587,0,0,0,HBACK,1,M,D,4
1.37,0.632443532,0,0,0,HBACK,3,F,C,3
0.9,0.465434634,0,0,0,HBACK,4,F,E,4
3.91,0.509240246,0,0,0,UTE,1,M,C,2
4.16,0.824093087,0,0,0,STNWG,2,F,D,5
5.45,0.17522245,0,0,0,STNWG,2,M,C,5
1.34,0.377823409,0,0,0,SEDAN,3,F,B,5
1.26,0.377823409,0,0,0,HDTOP,4,M,A,5
3.89,0.377823409,0,0,0,UTE,1,M,F,5
3.4,0.377823409,0,0,0,STNWG,2,M,D,6
0.8,0.287474333,0,0,0,HBACK,4,F,B,2
0.68,0.465434634,0,0,0,STNWG,4,M,D,3
1.08,0.621492129,0,0,0,SEDAN,3,F,C,2
1.01,0.421629021,0,0,0,STNWG,4,F,B,3
1.06,0.796714579,0,0,0,SEDAN,3,F,C,1
1.399,0.490075291,0,0,0,HBACK,1,F,A,4
1.28,0.254620123,0,0,0,HBACK,1,M,B,5
4.4,0.465434634,0,0,0,STNWG,2,M,F,4
1.59,0.112251882,0,0,0,SEDAN,3,F,C,2
0.46,0.112251882,0,0,0,SEDAN,4,M,A,6
3.43,0.761122519,0,0,0,STNWG,2,M,C,5
0.78,0.112251882,0,0,0,HBACK,3,F,C,4
2.34,0.829568789,1,1,200,SEDAN,2,F,B,2
1.74,0.112251882,0,0,0,SEDAN,2,F,B,2
1.54,0.999315537,0,0,0,TRUCK,4,M,D,4
1.54,0.465434634,1,1,200,SEDAN,2,M,A,1
0.86,0.506502396,0,0,0,HBACK,3,M,C,1
2.75,0.249144422,0,0,0,STNWG,2,M,C,4
0.43,0.848733744,0,0,0,HBACK,4,M,B,3
3.45,0.030116359,0,0,0,HDTOP,2,F,E,3
5.19,0.1724846,0,0,0,STNWG,1,M,A,3
5.58,0.260095825,0,0,0,SEDAN,2,M,C,3
1.16,0.227241615,0,0,0,SEDAN,3,F,B,1
0.59,0.032854209,0,0,0,STNWG,4,M,A,3
2.77,0.145106092,0,0,0,STNWG,3,F,B,4
2.52,0.1724846,0,0,0,SEDAN,1,F,C,5
0.44,0.826830938,1,1,15588.92999,HBACK,4,F,A,2
3.71,0.971937029,0,0,0,STNWG,3,F,D,2
3.32,0.260095825,0,0,0,STNWG,2,M,A,6
0.82,0.090349076,0,0,0,HBACK,4,F,A,1
1.81,0.977412731,0,0,0,HBACK,2,F,B,3
1.73,0.887063655,1,1,292.3400002,HBACK,2,F,C,5
2.55,0.194387406,0,0,0,HBACK,1,M,A,4
1.94,0.375085558,1,1,200,SEDAN,2,F,C,5
0.76,0.793976728,0,0,0,HBACK,3,F,D,1
1.91,0.375085558,0,0,0,SEDAN,2,M,A,6
1.84,0.084873374,0,0,0,SEDAN,3,M,B,3
3.84,0.503764545,0,0,0,STNWG,2,F,C,3
1.42,0.150581793,0,0,0,HBACK,1,F,B,2
1.35,0.008213552,0,0,0,SEDAN,2,F,C,3
1.31,0.375085558,0,0,0,HBACK,2,F,C,6
1.43,0.848733744,0,0,0,HBACK,1,M,A,4
6.51,0.1724846,0,0,0,STNWG,1,M,A,4
1.22,0.999315537,0,0,0,HBACK,3,M,C,4
1.84,0.793976728,1,1,809.5699997,HBACK,2,M,C,3
3.87,0.793976728,0,0,0,STNWG,2,M,F,4
0.88,0.1724846,0,0,0,HBACK,3,M,C,4
0.84,0.424366872,0,0,0,HBACK,3,F,D,2
0.52,0.073921971,0,0,0,SEDAN,4,F,C,4
2.73,0.574948665,0,0,0,STNWG,3,M,C,4
2.92,0.180698152,0,0,0,STNWG,1,F,C,4
0.71,0.574948665,0,0,0,SEDAN,4,F,B,3
3.52,0.574948665,1,1,1188.439999,STNWG,2,F,D,2
2.08,0.574948665,0,0,0,STNWG,3,M,E,3
2.43,0.377823409,0,0,0,STNWG,3,F,F,3
1.19,0.574948665,0,0,0,STNWG,4,F,C,5
2.11,0.002737851,0,0,0,SEDAN,1,F,E,2
0.92,0.793976728,0,0,0,HBACK,3,F,A,1
1.45,0.97467488,0,0,0,SEDAN,3,M,A,2
1.92,0.260095825,0,0,0,HBACK,2,F,D,2
1.21,0.83504449,0,0,0,HBACK,2,F,D,6
0.73,0.438056126,0,0,0,SEDAN,4,M,B,4
2.71,0.848733744,0,0,0,STNWG,2,F,B,4
1.93,0.462696783,0,0,0,HBACK,2,F,C,4
1.71,0.150581793,0,0,0,SEDAN,1,F,A,4
2.5,0.791238878,0,0,0,SEDAN,1,F,C,5
1.54,0.791238878,0,0,0,STNWG,2,F,C,2
1.6,0.495550993,0,0,0,HBACK,2,M,C,4
2.57,0.503764545,0,0,0,SEDAN,1,F,B,4
2.42,0.55578371,0,0,0,SEDAN,1,M,C,4
2.05,0.807665982,0,0,0,HBACK,2,M,C,1
6.64,0.199863108,0,0,0,STNWG,1,F,A,4
1.17,0.87063655,0,0,0,HBACK,3,F,B,5
1.76,0.449007529,0,0,0,SEDAN,2,F,A,1
1.1,0.55578371,0,0,0,TRUCK,4,M,D,3
1.23,0.55578371,1,1,200,HBACK,2,F,C,3
1.57,0.873374401,0,0,0,HBACK,2,F,A,4
1.44,0.873374401,0,0,0,STNWG,4,M,A,5
1.23,0.87063655,0,0,0,STNWG,3,F,D,5
1.92,0.87063655,0,0,0,HDTOP,4,M,C,6
1.43,0.199863108,0,0,0,SEDAN,2,F,D,3
1.15,0.125941136,0,0,0,STNWG,4,M,C,1
0.83,0.873374401,0,0,0,STNWG,4,F,C,3
0.76,0.8678987,0,0,0,HBACK,3,F,F,1
4.899,0.062970568,0,0,0,STNWG,1,F,E,2
3.85,0.780287474,0,0,0,SEDAN,1,F,C,5
1.08,0.87063655,0,0,0,SEDAN,3,F,C,2
0.99,0.240930869,0,0,0,HBACK,3,M,B,2
2.19,0.164271047,0,0,0,TRUCK,4,M,B,2
1.399,0.125941136,0,0,0,HBACK,1,F,C,4
1.31,0.873374401,0,0,0,HBACK,1,F,A,4
1.02,0.199863108,0,0,0,SEDAN,3,F,B,3
0.93,0.873374401,0,0,0,HBACK,3,F,D,5
2.51,0.87063655,0,0,0,STNWG,1,F,C,6
1.25,0.257357974,0,0,0,HBACK,2,M,C,4
2.88,0.479123888,0,0,0,STNWG,1,F,F,3
0.92,0.131416838,0,0,0,HBACK,3,F,C,2
4.33,0.260095825,0,0,0,STNWG,1,F,B,3
0.77,0.125941136,0,0,0,STNWG,4,F,A,4
0.81,0.791238878,0,0,0,HBACK,3,F,D,1
1.67,0.188911704,0,0,0,HDTOP,3,F,B,3
2.26,0.197125257,0,0,0,HDTOP,3,M,B,3
2.55,0.197125257,0,0,0,STNWG,3,F,D,3
3.93,0.197125257,0,0,0,STNWG,2,M,A,4
1.32,0.971937029,0,0,0,SEDAN,3,F,A,5
0.84,0.125941136,0,0,0,HBACK,3,F,A,3
1.26,0.971937029,0,0,0,HBACK,3,F,A,6
2.198,0.454483231,0,0,0,HBACK,1,F,A,3
1.64,0.862422998,0,0,0,HBACK,2,F,D,5
1.47,0.862422998,0,0,0,HBACK,1,M,A,5
0.44,0.862422998,1,1,926.5999985,SEDAN,4,M,A,4
0.93,0.865160849,1,1,1054.709999,SEDAN,3,F,C,4
0.73,0.865160849,0,0,0,SEDAN,4,M,C,3
1.31,0.865160849,0,0,0,UTE,3,M,C,3
1.84,0.845995893,0,0,0,HBACK,1,M,A,2
2.96,0.134154689,0,0,0,STNWG,3,M,E,5
2.56,0.862422998,0,0,0,SEDAN,1,F,D,5
3.98,0.818617385,0,0,0,STNWG,1,F,C,5
1.399,0.999315537,0,0,0,HBACK,1,F,D,4
0.9,0.862422998,0,0,0,SEDAN,3,F,A,2
2.26,0.136892539,0,0,0,STNWG,4,F,C,3
2.37,0.049281314,0,0,0,STNWG,3,F,C,2
1.57,0.134154689,0,0,0,UTE,3,F,A,4
1.42,0.862422998,0,0,0,HBACK,3,M,C,4
0.8,0.34770705,0,0,0,HBACK,3,F,A,1
1.18,0.862422998,0,0,0,HDTOP,4,M,E,2
1.91,0.845995893,0,0,0,UTE,3,M,D,1
0.95,0.136892539,0,0,0,SEDAN,3,F,A,3
1.43,0.550308008,0,0,0,STNWG,3,F,A,3
0.77,0.481861739,0,0,0,HBACK,4,F,D,2
1.9,0.501026694,0,0,0,HBACK,1,F,A,3
1.91,0.454483231,0,0,0,SEDAN,2,F,A,4
0.78,0.971937029,0,0,0,HBACK,3,F,A,2
1.14,0.501026694,0,0,0,SEDAN,3,M,F,3
0.45,0.454483231,0,0,0,SEDAN,4,M,A,3
0.35,0.788501027,0,0,0,SEDAN,4,M,B,3
2.61,0.788501027,0,0,0,STNWG,3,F,D,2
3.22,0.194387406,0,0,0,TRUCK,2,F,F,2
1.22,0.45174538,0,0,0,HBACK,2,F,E,3
3.22,0.709103354,0,0,0,STNWG,3,M,F,4
2.15,0.320328542,0,0,0,TRUCK,3,M,D,1
3.63,0.45174538,0,0,0,STNWG,2,M,B,3
3.11,0.153319644,0,0,0,STNWG,2,F,E,4
1.35,0.788501027,1,1,2064.519997,STNWG,4,F,C,1
1.47,0.788501027,0,0,0,HBACK,1,F,C,3
0.79,0.268309377,0,0,0,SEDAN,4,F,C,4
0.89,0.109514032,0,0,0,SEDAN,3,F,E,6
3.33,0.109514032,0,0,0,STNWG,3,F,D,3
1.16,0.889801506,0,0,0,STNWG,4,M,B,4
0.51,0.550308008,0,0,0,HBACK,4,M,A,4
2.13,0.832306639,0,0,0,STNWG,2,F,B,3
1.84,0.109514032,0,0,0,HBACK,1,F,B,6
20.75,0.216290212,0,0,0,SEDAN,1,M,C,4
4.73,0.878850103,0,0,0,STNWG,1,F,D,5
2.17,0.369609856,0,0,0,STNWG,2,F,E,2
3.61,0.843258042,0,0,0,STNWG,2,M,C,4
0.74,0.194387406,0,0,0,HBACK,3,F,A,4
2.15,0.878850103,0,0,0,UTE,3,M,D,2
1.67,0.194387406,0,0,0,HBACK,1,M,C,1
1.89,0.046543463,0,0,0,SEDAN,1,F,D,4
1.31,0.45174538,0,0,0,HBACK,2,F,B,1
4.03,0.002737851,0,0,0,UTE,1,M,B,3
0.52,0.449007529,0,0,0,SEDAN,4,F,A,1
1.07,0.843258042,0,0,0,UTE,4,M,C,1
1.84,0.186173854,0,0,0,SEDAN,2,F,B,2
0.57,0.194387406,0,0,0,HBACK,4,F,B,5
0.6,0.079397673,0,0,0,SEDAN,4,F,D,1
3.7,0.550308008,0,0,0,STNWG,2,F,E,4
1.3,0.249144422,0,0,0,HBACK,2,M,A,4
1.88,0.45174538,0,0,0,STNWG,3,F,D,2
1.71,0.194387406,0,0,0,STNWG,4,M,D,2
2.25,0.186173854,0,0,0,SEDAN,1,M,C,1
4,0.191649555,0,0,0,STNWG,3,F,F,4
1.33,0.498288843,0,0,0,SEDAN,3,F,B,4
1.35,0.572210815,0,0,0,STNWG,4,M,C,6
1.49,0.572210815,0,0,0,HBACK,3,F,B,6
1.54,0.427104723,0,0,0,SEDAN,2,F,C,4
2.51,0.427104723,0,0,0,HDTOP,3,M,B,5
1.65,0.45174538,0,0,0,UTE,4,F,F,3
0.69,0.106776181,0,0,0,SEDAN,4,F,E,4
2.06,0.106776181,0,0,0,STNWG,3,F,C,4
1.91,0.106776181,0,0,0,UTE,2,M,A,5
1.65,0.161533196,1,1,200,HBACK,3,F,A,2
1.32,0.76386037,0,0,0,UTE,4,M,A,2
0.71,0.876112252,0,0,0,SEDAN,4,F,A,4
1.43,0.246406571,0,0,0,TRUCK,4,M,E,1
1.83,0.106776181,0,0,0,STNWG,3,M,F,2
1.44,0.369609856,0,0,0,SEDAN,2,M,C,5
1.17,0.041067762,0,0,0,STNWG,4,M,D,4
1.17,0.629705681,0,0,0,HBACK,4,M,B,5
1.37,0.117727584,0,0,0,UTE,3,M,A,4
1.05,0.087611225,0,0,0,STNWG,3,F,A,5
0.35,0.372347707,0,0,0,HBACK,4,F,B,4
1.25,0.369609856,0,0,0,STNWG,4,F,A,4
3.66,0.443531828,0,0,0,STNWG,2,M,D,4
1.12,0.366872006,0,0,0,HBACK,3,F,A,5
2.47,0.1724846,0,0,0,STNWG,3,F,E,2
2.03,0.720054757,0,0,0,STNWG,3,F,E,3
4.51,0.249144422,0,0,0,STNWG,1,M,E,6
2.55,0.999315537,0,0,0,STNWG,3,F,F,3
3.23,0.832306639,0,0,0,STNWG,3,M,A,4
1.57,0.859685147,1,2,400,SEDAN,2,F,A,2
0.79,0.569472964,1,1,200,HBACK,3,F,A,3
0.55,0.429842574,0,0,0,HBACK,4,F,D,2
0.55,0.449007529,0,0,0,UTE,4,M,C,1
3.94,0.569472964,0,0,0,STNWG,2,F,A,4
0.96,0.429842574,0,0,0,HBACK,3,F,A,2
0.83,0.569472964,0,0,0,HBACK,3,F,C,6
1.36,0.840520192,0,0,0,SEDAN,3,M,A,3
1.22,0.369609856,0,0,0,STNWG,4,F,D,2
1.16,0.479123888,1,1,7205.909973,SEDAN,3,F,E,4
1.75,0.509240246,0,0,0,TRUCK,1,M,B,1
1.75,0.446269678,0,0,0,HBACK,2,F,C,2
4.5,0.780287474,1,1,1331.82,TRUCK,1,F,B,2
4.48,0.257357974,0,0,0,STNWG,1,F,D,5
1.6,0.268309377,0,0,0,SEDAN,2,M,A,4
1.33,0.780287474,0,0,0,STNWG,4,M,A,2
3.14,0.188911704,0,0,0,STNWG,3,M,E,2
0.95,0.777549624,1,1,389.9499998,HBACK,3,F,F,1
1.59,0.396988364,0,0,0,HBACK,1,M,B,3
1.42,0.490075291,0,0,0,UTE,3,M,B,1
1.5,0.509240246,0,0,0,HDTOP,4,M,C,3
1.57,0.087611225,0,0,0,SEDAN,3,F,A,3
1.86,0.73100616,0,0,0,SEDAN,2,F,C,5
0.95,0.366872006,0,0,0,SEDAN,4,M,C,4
1.02,0.446269678,0,0,0,HBACK,3,F,C,5
2.95,0.446269678,0,0,0,TRUCK,2,M,E,2
1.05,0.83504449,0,0,0,SEDAN,4,F,A,3
1.93,0.83504449,1,1,389.9499998,STNWG,4,M,F,4
0.51,0.83504449,0,0,0,HBACK,4,F,C,2
0.64,0.164271047,0,0,0,HBACK,4,F,B,4
0.78,0.963723477,0,0,0,HBACK,3,F,C,2
0.41,0.421629021,0,0,0,STNWG,4,F,B,5
1.86,0.219028063,0,0,0,HBACK,1,F,C,4
1.93,0.48733744,0,0,0,STNWG,3,F,A,1
1.68,0.446269678,0,0,0,STNWG,4,M,C,2
2.64,0.364134155,0,0,0,SEDAN,2,M,A,5
2.36,0.635181383,0,0,0,STNWG,4,F,D,5
3.63,0.48733744,0,0,0,TRUCK,2,F,F,2
0.92,0.605065024,0,0,0,HBACK,3,F,C,2
11.84,0.364134155,0,0,0,SEDAN,2,F,A,1
1.09,0.999315537,0,0,0,TRUCK,4,F,B,4
1.2,0.859685147,0,0,0,SEDAN,3,M,B,3
1.98,0.859685147,0,0,0,STNWG,3,M,C,5
1.18,0.506502396,0,0,0,HDTOP,4,M,F,2
1.97,0.164271047,0,0,0,STNWG,4,M,B,5
2.42,0.355920602,0,0,0,STNWG,3,M,E,1
1.21,0.298425736,0,0,0,HBACK,2,F,C,1
2.26,0.164271047,0,0,0,STNWG,2,M,C,5
1.21,0.032854209,0,0,0,UTE,4,M,E,3
0.56,0.161533196,0,0,0,SEDAN,4,M,A,4
0.44,0.539356605,0,0,0,SEDAN,4,F,A,5
0.65,0.032854209,0,0,0,HBACK,3,F,C,3
2.32,0.24366872,0,0,0,STNWG,3,M,E,1
3.66,0.032854209,0,0,0,UTE,1,M,C,2
2.4,0.361396304,0,0,0,SEDAN,2,F,C,4
0.67,0.637919233,0,0,0,UTE,4,M,D,5
0.38,0.041067762,0,0,0,HBACK,4,F,A,4
0.93,0.443531828,0,0,0,HBACK,3,M,B,3
1.05,0.002737851,0,0,0,STNWG,4,M,B,6
2.86,0.262833676,0,0,0,STNWG,1,M,D,3
1.93,0.8678987,0,0,0,SEDAN,2,F,C,4
2.899,0.583162218,0,0,0,HBACK,1,F,C,4
1,0.48733744,0,0,0,HBACK,3,F,B,2
0.71,0.194387406,0,0,0,HBACK,3,M,A,5
1.33,0.161533196,0,0,0,SEDAN,3,F,A,3
1.349,0.925393566,0,0,0,HBACK,1,F,A,6
0.66,0.856947296,0,0,0,HBACK,4,F,A,5
4.27,0.856947296,0,0,0,STNWG,2,M,E,6
1.99,0.856947296,0,0,0,SEDAN,3,F,C,3
2.44,0.856947296,0,0,0,SEDAN,1,F,E,6
2.43,0.999315537,0,0,0,STNWG,2,F,D,5
2.04,0.142368241,0,0,0,SEDAN,2,F,C,3
0.99,0.856947296,0,0,0,SEDAN,4,F,C,1
